Participant ID,Full Name,Email Address,Phone Number,Department,Registration Status,Registration Date
TCET-GIVEAWAY-0355,MUHAMMAD VERMA,muhammad.verma355@tcetmumbai.in,+91 9864231548,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0356,ANIKET KULKARNI,aniket.kulkarni356@tcetmumbai.in,+91 8202795730,External Guest / Attendee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0357,KARAN CHAVAN,karan.chavan357@tcetmumbai.in,+91 9027633144,Information Technology,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0358,ZOYA GHOSH,zoya.ghosh358@tcetmumbai.in,+91 9835266652,Computer Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0359,SNEHA KAMATH,sneha.kamath359@tcetmumbai.in,+91 8002042233,Internet of Things,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0360,ARNAV JOSHI,arnav.joshi360@tcetmumbai.in,+91 9203368374,Organizing Committee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0361,KABIR CHAVAN,kabir.chavan361@tcetmumbai.in,+91 7114105476,Organizing Committee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0362,REYANSH CHOPRA,reyansh.chopra362@tcetmumbai.in,+91 9582846843,Computer Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0363,MEERA AGARWAL,meera.agarwal363@tcetmumbai.in,+91 9497617049,Internet of Things,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0364,PRATEEK CHATTERJEE,prateek.chatterjee364@tcetmumbai.in,+91 9673568353,Civil Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0365,MAYANK ROY,mayank.roy365@tcetmumbai.in,+91 7628751006,Internet of Things,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0366,VIHAAN KAPOOR,vihaan.kapoor366@tcetmumbai.in,+91 8514723700,Artificial Intelligence & Data Science,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0367,DEEPAK JOSHI,deepak.joshi367@tcetmumbai.in,+91 8606632207,External Guest / Attendee,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0368,ADVAITH DAS,advaith.das368@tcetmumbai.in,+91 8799511237,Mechanical Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0369,SNEHA BANERJEE,sneha.banerjee369@tcetmumbai.in,+91 7198311798,Information Technology,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0370,ADVIK MISHRA,advik.mishra370@tcetmumbai.in,+91 9880677311,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0371,ABHISHEK CHATTERJEE,abhishek.chatterjee371@tcetmumbai.in,+91 8794328410,Internet of Things,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0372,SWAPNIL KAPOOR,swapnil.kapoor372@tcetmumbai.in,+91 8455915435,Artificial Intelligence & Data Science,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0373,AARYAN PAWAR,aaryan.pawar373@tcetmumbai.in,+91 9575566480,Mechanical Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0374,HARSH MITTAL,harsh.mittal374@tcetmumbai.in,+91 9889320445,Organizing Committee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0375,KUNAL CHAKRABORTY,kunal.chakraborty375@tcetmumbai.in,+91 9742391611,Electronics & Telecommunication,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0376,YASH SHETTY,yash.shetty376@tcetmumbai.in,+91 7634933629,External Guest / Attendee,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0377,MANDAR CHAKRABORTY,mandar.chakraborty377@tcetmumbai.in,+91 7178240372,Electronics & Telecommunication,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0378,KUNAL GOEL,kunal.goel378@tcetmumbai.in,+91 9927894188,Artificial Intelligence & Data Science,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0379,DEV BHAT,dev.bhat379@tcetmumbai.in,+91 8789032579,Electronics & Telecommunication,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0380,MUHAMMAD JOSHI,muhammad.joshi380@tcetmumbai.in,+91 7528007908,External Guest / Attendee,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0381,REYANSH GOEL,reyansh.goel381@tcetmumbai.in,+91 8697104228,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0382,KAVYA SHETTY,kavya.shetty382@tcetmumbai.in,+91 9467118031,Computer Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0383,ALOK ROY,alok.roy383@tcetmumbai.in,+91 7610665359,Internet of Things,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0384,GAURI MUKHERJEE,gauri.mukherjee384@tcetmumbai.in,+91 7422424241,Information Technology,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0385,PRANAV PATEL,pranav.patel385@tcetmumbai.in,+91 8955064152,Information Technology,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0386,ROHAN GARG,rohan.garg386@tcetmumbai.in,+91 7168443177,Mechanical Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0387,KARAN BHAT,karan.bhat387@tcetmumbai.in,+91 9087706884,External Guest / Attendee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0388,SAANVI SEN,saanvi.sen388@tcetmumbai.in,+91 8780909288,Organizing Committee,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0389,ATHARVA DUTTA,atharva.dutta389@tcetmumbai.in,+91 7452054725,Mechanical Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0390,ANANYA REDDY,ananya.reddy390@tcetmumbai.in,+91 9384025712,Artificial Intelligence & Data Science,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0391,ADVAITH KUMAR,advaith.kumar391@tcetmumbai.in,+91 9799879514,Computer Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0392,PRATHAMESH SHAH,prathamesh.shah392@tcetmumbai.in,+91 8158138740,Organizing Committee,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0393,SANKET KULKARNI,sanket.kulkarni393@tcetmumbai.in,+91 9590061668,Mechanical Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0394,DEV KUMAR,dev.kumar394@tcetmumbai.in,+91 8225293344,Computer Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0395,CHINMAY YADAV,chinmay.yadav395@tcetmumbai.in,+91 7152744541,Information Technology,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0396,YASH KULKARNI,yash.kulkarni396@tcetmumbai.in,+91 9557400220,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0397,ISHAAN REDDY,ishaan.reddy397@tcetmumbai.in,+91 8652815168,Information Technology,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0398,KAUSTUBH SHAH,kaustubh.shah398@tcetmumbai.in,+91 9573411890,Civil Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0399,KAUSTUBH SHAH,kaustubh.shah399@tcetmumbai.in,+91 9969484708,Mechanical Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0400,ADVAITH GHOSH,advaith.ghosh400@tcetmumbai.in,+91 7342792581,Mechanical Engineering,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0401,UTKARSH PILLAI,utkarsh.pillai401@tcetmumbai.in,+91 9202866503,External Guest / Attendee,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0402,ZOYA REDDY,zoya.reddy402@tcetmumbai.in,+91 7855947128,External Guest / Attendee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0403,MAYANK SINGH,mayank.singh403@tcetmumbai.in,+91 8588973334,Information Technology,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0404,PRATHAMESH DAS,prathamesh.das404@tcetmumbai.in,+91 9556515951,Organizing Committee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0405,VARUN CHAKRABORTY,varun.chakraborty405@tcetmumbai.in,+91 8665288363,Artificial Intelligence & Data Science,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0406,AARAV PATIL,aarav.patil406@tcetmumbai.in,+91 7448609128,Organizing Committee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0407,DIYA DUTTA,diya.dutta407@tcetmumbai.in,+91 9394339746,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0408,ADITYA MEHTA,aditya.mehta408@tcetmumbai.in,+91 7111872121,Civil Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0409,RUDRA MITTAL,rudra.mittal409@tcetmumbai.in,+91 7317308810,Information Technology,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0410,NIKHIL ROY,nikhil.roy410@tcetmumbai.in,+91 7209134435,Information Technology,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0411,SAURABH TIWARI,saurabh.tiwari411@tcetmumbai.in,+91 9050216956,Artificial Intelligence & Data Science,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0412,PRATEEK DUBEY,prateek.dubey412@tcetmumbai.in,+91 9067162166,Information Technology,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0413,OMKAR PILLAI,omkar.pillai413@tcetmumbai.in,+91 8419663475,External Guest / Attendee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0414,SAMARTH DESHMUKH,samarth.deshmukh414@tcetmumbai.in,+91 9589602708,Organizing Committee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0415,SANKET PAWAR,sanket.pawar415@tcetmumbai.in,+91 8802403726,Computer Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0416,SAMARTH JAIN,samarth.jain416@tcetmumbai.in,+91 9114663111,Computer Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0417,ADITYA DAS,aditya.das417@tcetmumbai.in,+91 7824940905,External Guest / Attendee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0418,OMKAR DESHMUKH,omkar.deshmukh418@tcetmumbai.in,+91 8323782674,Computer Engineering,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0419,ROHIT JAIN,rohit.jain419@tcetmumbai.in,+91 9370202160,External Guest / Attendee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0420,MANDAR PATIL,mandar.patil420@tcetmumbai.in,+91 7129250233,Artificial Intelligence & Data Science,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0421,SNEHA BANERJEE,sneha.banerjee421@tcetmumbai.in,+91 7558597486,Electronics & Telecommunication,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0422,KHUSHI YADAV,khushi.yadav422@tcetmumbai.in,+91 7215695075,Computer Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0423,ARJUN CHATTERJEE,arjun.chatterjee423@tcetmumbai.in,+91 7285058824,Information Technology,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0424,SHRUTI MUKHERJEE,shruti.mukherjee424@tcetmumbai.in,+91 9216068047,Information Technology,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0425,ARNAV PATIL,arnav.patil425@tcetmumbai.in,+91 8104585675,External Guest / Attendee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0426,KARAN BANSAL,karan.bansal426@tcetmumbai.in,+91 8178447519,Organizing Committee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0427,ISHAAN MEHTA,ishaan.mehta427@tcetmumbai.in,+91 9898857749,Organizing Committee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0428,ALOK TIWARI,alok.tiwari428@tcetmumbai.in,+91 7423460569,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0429,VIHAAN RAO,vihaan.rao429@tcetmumbai.in,+91 9166509915,Artificial Intelligence & Data Science,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0430,KAUSTUBH DAS,kaustubh.das430@tcetmumbai.in,+91 7971245089,Civil Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0431,AARAV CHAVAN,aarav.chavan431@tcetmumbai.in,+91 7482491521,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0432,PRANAV CHAVAN,pranav.chavan432@tcetmumbai.in,+91 9029032343,Mechanical Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0433,KABIR JOSHI,kabir.joshi433@tcetmumbai.in,+91 7276688827,Information Technology,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0434,DHRUV DUTTA,dhruv.dutta434@tcetmumbai.in,+91 9934022102,Organizing Committee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0435,SAHIL BANSAL,sahil.bansal435@tcetmumbai.in,+91 8123321413,Computer Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0436,ABHISHEK KAPOOR,abhishek.kapoor436@tcetmumbai.in,+91 8688611025,Mechanical Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0437,PRATHAMESH MUKHERJEE,prathamesh.mukherjee437@tcetmumbai.in,+91 7082233476,Mechanical Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0438,SIDDHESH JOSHI,siddhesh.joshi438@tcetmumbai.in,+91 7754081135,Electronics & Telecommunication,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0439,PRATEEK GUPTA,prateek.gupta439@tcetmumbai.in,+91 8862489254,Computer Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0440,ARNAV MEHTA,arnav.mehta440@tcetmumbai.in,+91 8363904892,Organizing Committee,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0441,ROHAN KUMAR,rohan.kumar441@tcetmumbai.in,+91 9802962788,Computer Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0442,SAANVI VERMA,saanvi.verma442@tcetmumbai.in,+91 9176258868,Computer Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0443,OMKAR KAMATH,omkar.kamath443@tcetmumbai.in,+91 7826556359,Mechanical Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0444,CHIRAG DAS,chirag.das444@tcetmumbai.in,+91 7112010296,Mechanical Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0445,REYANSH REDDY,reyansh.reddy445@tcetmumbai.in,+91 7121754986,Artificial Intelligence & Data Science,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0446,SAI MITTAL,sai.mittal446@tcetmumbai.in,+91 7494528837,Civil Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0447,ANIKA SEN,anika.sen447@tcetmumbai.in,+91 8668207869,Civil Engineering,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0448,SAANVI SHARMA,saanvi.sharma448@tcetmumbai.in,+91 8744397148,Computer Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0449,SHRUTI ROY,shruti.roy449@tcetmumbai.in,+91 7090447933,Internet of Things,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0450,SAI CHAVAN,sai.chavan450@tcetmumbai.in,+91 8227711545,Computer Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0451,NIKHIL CHOPRA,nikhil.chopra451@tcetmumbai.in,+91 8438477670,Internet of Things,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0452,AARYAN MEHTA,aaryan.mehta452@tcetmumbai.in,+91 8992467727,Mechanical Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0453,TANMAY PAWAR,tanmay.pawar453@tcetmumbai.in,+91 7514278122,Computer Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0454,ISHAAN CHATTERJEE,ishaan.chatterjee454@tcetmumbai.in,+91 7722776551,Mechanical Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0455,DHRUV MEHTA,dhruv.mehta455@tcetmumbai.in,+91 9083149655,Civil Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0456,AARAV GOEL,aarav.goel456@tcetmumbai.in,+91 8226942730,External Guest / Attendee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0457,SANKET MITTAL,sanket.mittal457@tcetmumbai.in,+91 7803610934,Computer Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0458,PRATHAMESH PANDEY,prathamesh.pandey458@tcetmumbai.in,+91 8691596659,Civil Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0459,RAHUL GHOSH,rahul.ghosh459@tcetmumbai.in,+91 8788576268,Artificial Intelligence & Data Science,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0460,CHIRAG JOSHI,chirag.joshi460@tcetmumbai.in,+91 9224559552,External Guest / Attendee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0461,SAHIL PILLAI,sahil.pillai461@tcetmumbai.in,+91 9069618977,Organizing Committee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0462,AARAV PANDEY,aarav.pandey462@tcetmumbai.in,+91 8808195037,Civil Engineering,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0463,VIKAS MUKHERJEE,vikas.mukherjee463@tcetmumbai.in,+91 7512677208,Organizing Committee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0464,MEERA GUPTA,meera.gupta464@tcetmumbai.in,+91 9788026396,External Guest / Attendee,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0465,PRATHAMESH JAIN,prathamesh.jain465@tcetmumbai.in,+91 9871163101,Electronics & Telecommunication,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0466,KUNAL KAMATH,kunal.kamath466@tcetmumbai.in,+91 7592136697,Artificial Intelligence & Data Science,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0467,GAURI KAPOOR,gauri.kapoor467@tcetmumbai.in,+91 8735623172,External Guest / Attendee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0468,AYAAN SHINDE,ayaan.shinde468@tcetmumbai.in,+91 7447703978,Organizing Committee,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0469,SAMARTH JAIN,samarth.jain469@tcetmumbai.in,+91 9893648936,Internet of Things,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0470,ISHAAN MUKHERJEE,ishaan.mukherjee470@tcetmumbai.in,+91 8451848256,Computer Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0471,ANANYA SINGH,ananya.singh471@tcetmumbai.in,+91 7900299656,Mechanical Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0472,VIVAAN CHATTERJEE,vivaan.chatterjee472@tcetmumbai.in,+91 9663644363,Computer Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0473,ADVIK GARG,advik.garg473@tcetmumbai.in,+91 9549741158,Civil Engineering,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0474,VEDA MALHOTRA,veda.malhotra474@tcetmumbai.in,+91 7271161512,Civil Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0475,VIKAS DUBEY,vikas.dubey475@tcetmumbai.in,+91 9533851160,Information Technology,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0476,ANIKA GARG,anika.garg476@tcetmumbai.in,+91 9227507415,Mechanical Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0477,KABIR KULKARNI,kabir.kulkarni477@tcetmumbai.in,+91 8837778996,Civil Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0478,RUDRA GUPTA,rudra.gupta478@tcetmumbai.in,+91 8245159534,Electronics & Telecommunication,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0479,ADVAITH VERMA,advaith.verma479@tcetmumbai.in,+91 9583919263,Electronics & Telecommunication,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0480,TANMAY CHOPRA,tanmay.chopra480@tcetmumbai.in,+91 8845279936,Organizing Committee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0481,VIGNESH REDDY,vignesh.reddy481@tcetmumbai.in,+91 9626458739,Computer Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0482,NAVYA GARG,navya.garg482@tcetmumbai.in,+91 7757646074,Organizing Committee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0483,KARAN CHAVAN,karan.chavan483@tcetmumbai.in,+91 8630883605,Organizing Committee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0484,KAUSTUBH SHETTY,kaustubh.shetty484@tcetmumbai.in,+91 8540380111,Civil Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0485,RAJAT MISHRA,rajat.mishra485@tcetmumbai.in,+91 9480351065,Artificial Intelligence & Data Science,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0486,SHRUTI PANDEY,shruti.pandey486@tcetmumbai.in,+91 7659549865,Information Technology,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0487,TANMAY CHAVAN,tanmay.chavan487@tcetmumbai.in,+91 8961552071,Information Technology,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0488,ARNAV IYER,arnav.iyer488@tcetmumbai.in,+91 7354097501,Information Technology,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0489,VIKAS DUTTA,vikas.dutta489@tcetmumbai.in,+91 8416376301,Civil Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0490,POOJA BHAT,pooja.bhat490@tcetmumbai.in,+91 9763614470,Information Technology,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0491,VIHAAN SHAH,vihaan.shah491@tcetmumbai.in,+91 9796014051,Mechanical Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0492,SHAURYA DUBEY,shaurya.dubey492@tcetmumbai.in,+91 9474304437,Organizing Committee,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0493,SHRUTI KAPOOR,shruti.kapoor493@tcetmumbai.in,+91 9303827017,Internet of Things,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0494,VARUN RAO,varun.rao494@tcetmumbai.in,+91 8710709477,Civil Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0495,SAURABH DUTTA,saurabh.dutta495@tcetmumbai.in,+91 7413117903,Computer Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0496,SAURABH KAPOOR,saurabh.kapoor496@tcetmumbai.in,+91 9002213504,External Guest / Attendee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0497,MAYANK YADAV,mayank.yadav497@tcetmumbai.in,+91 8304604554,Civil Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0498,VIVAAN CHAVAN,vivaan.chavan498@tcetmumbai.in,+91 7349153563,Electronics & Telecommunication,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0499,VARUN DESHMUKH,varun.deshmukh499@tcetmumbai.in,+91 7962899005,Civil Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0500,REYANSH SHAH,reyansh.shah500@tcetmumbai.in,+91 9752080847,Artificial Intelligence & Data Science,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0501,SNEHA SEN,sneha.sen501@tcetmumbai.in,+91 7648504495,Artificial Intelligence & Data Science,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0502,ROHIT SEN,rohit.sen502@tcetmumbai.in,+91 8872063750,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0503,AKASH IYER,akash.iyer503@tcetmumbai.in,+91 8454002484,Mechanical Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0504,SAMARTH ROY,samarth.roy504@tcetmumbai.in,+91 8704358538,Artificial Intelligence & Data Science,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0505,POOJA PANDEY,pooja.pandey505@tcetmumbai.in,+91 9741122448,Electronics & Telecommunication,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0506,NIKHIL BANERJEE,nikhil.banerjee506@tcetmumbai.in,+91 7504595452,Organizing Committee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0507,SHUBHAM BOSE,shubham.bose507@tcetmumbai.in,+91 7562299144,Organizing Committee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0508,ANANYA MALHOTRA,ananya.malhotra508@tcetmumbai.in,+91 7620863628,Civil Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0509,SANKET GUPTA,sanket.gupta509@tcetmumbai.in,+91 8872850317,Organizing Committee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0510,DHRUV RAO,dhruv.rao510@tcetmumbai.in,+91 9156910537,Information Technology,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0511,SNEHA VERMA,sneha.verma511@tcetmumbai.in,+91 8766021089,Internet of Things,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0512,KAVYA SINGH,kavya.singh512@tcetmumbai.in,+91 9142068492,External Guest / Attendee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0513,SAURABH PILLAI,saurabh.pillai513@tcetmumbai.in,+91 9343759773,Organizing Committee,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0514,KRISHNA SHARMA,krishna.sharma514@tcetmumbai.in,+91 9300586418,Mechanical Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0515,DEV SHARMA,dev.sharma515@tcetmumbai.in,+91 8621277031,Electronics & Telecommunication,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0516,VIVAAN PATIL,vivaan.patil516@tcetmumbai.in,+91 8132680164,Information Technology,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0517,TEJAS AGARWAL,tejas.agarwal517@tcetmumbai.in,+91 8832029838,Organizing Committee,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0518,KARAN TIWARI,karan.tiwari518@tcetmumbai.in,+91 8617795985,Computer Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0519,ADITYA GUPTA,aditya.gupta519@tcetmumbai.in,+91 7859517612,Mechanical Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0520,DEV PAWAR,dev.pawar520@tcetmumbai.in,+91 8988780108,Civil Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0521,VIGNESH GHOSH,vignesh.ghosh521@tcetmumbai.in,+91 9040621966,Information Technology,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0522,SIDDHARTH IYER,siddharth.iyer522@tcetmumbai.in,+91 9136697534,Mechanical Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0523,TANVI DUTTA,tanvi.dutta523@tcetmumbai.in,+91 7294677448,Organizing Committee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0524,OMKAR DUBEY,omkar.dubey524@tcetmumbai.in,+91 8773964053,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0525,TUSHAR CHAVAN,tushar.chavan525@tcetmumbai.in,+91 7858609766,Information Technology,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0526,ARNAV CHAVAN,arnav.chavan526@tcetmumbai.in,+91 7851125154,Internet of Things,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0527,NIKHIL VERMA,nikhil.verma527@tcetmumbai.in,+91 8901689127,Computer Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0528,KARAN KAPOOR,karan.kapoor528@tcetmumbai.in,+91 7529984992,Electronics & Telecommunication,CONFIRMED,2026-08-16
